"ttwa";"birth_year";"hh"
"E30000261";2018;0.053153233937878644
"E30000167";2018;0.0520833321666667
"E30000184";2018;0.057329894518151146
"E30000166";2018;0.052899826779672594
"E30000240";2018;0.04751994354075616
"E30000281";2018;0.06259308347284952
"E30000285";2018;0.09244791593750001
"E30000201";2018;0.04390138310813149
"E30000211";2018;0.07504717565481202
"E30000258";2018;0.05269269739875162
"E30000289";2018;0.061868634712239856
"E30000202";2018;0.06828532104060343
"E30000162";2018;0.06336088057851241
"E30000185";2018;0.141868511301038
"E30000161";2018;0.056684761458149296
"E30000292";2018;0.05704795683398398
"E30000256";2018;0.12490438881501523
"E30000046";2018;0.06106519648025707
"E30000272";2018;0.09300019719042908
"E30000108";2018;0.06514067155651412
"E30000257";2018;0.06493827101728396
"E30000216";2018;0.054231562361793946
"E30000124";2018;0.07777777715555559
"E30000187";2018;0.05545495589950204
"E30000192";2018;0.07429322724523342
"E30000061";2018;0.05583900087528352
"E30000293";2018;0.054512470706575965
"E30000210";2018;0.12293388329338845
"E30000190";2018;0.05432098705679009
"E30000064";2018;0.07000000000000003
"E30000278";2018;0.0745833328333333
"E30000294";2018;0.05917159644378693
"E30000259";2018;0.08163265193877549
"E30000194";2018;0.07988165619526622
"E30000291";2018;0.0612244887755102
"E30000203";2018;0.055911119957010015
"E30000197";2018;0.060288451851115366
"E30000260";2018;0.06147271427087441
"E30000287";2018;0.055884285500328756
"E30000282";2018;0.1900826430082645
"E30000189";2018;0.07650903370626669
"E30000160";2018;0.060043357986238145
"E30000246";2018;0.07371928269471054
"E30000051";2018;0.05177514710946747
"E30000183";2018;0.05832628721217244
"E30000172";2018;0.06612244799183674
"E30000199";2018;0.0675675667567568
"E30000271";2018;0.05081216052311535
"E30000209";2018;0.07779400940869242
"E30000208";2018;0.049740483688581305
"E30000235";2018;0.06261757466971245
"E30000215";2018;0.1005917151775147
"E30000226";2018;0.16666666533333332
"E30000163";2018;0.10640495759504134
"E30000286";2018;0.14000000000000004
"E30000165";2018;0.06739732799949609
"E30000262";2018;0.07199210949506912
"E30000004";2018;0.05214475578933981
"E30000159";2018;0.07812499916666665
"E30000070";2018;0.04968749999999996
"E30000223";2018;0.0736961440181406
"E30000095";2018;0.20000000000000004
"E30000135";2018;0.09155766828299648
"E30000274";2018;0.07653969287575643
"E30000252";2018;0.09695290678116343
"E30000039";2018;0.11909262631379962
"E30000173";2018;0.08031249999999997
"E30000174";2018;0.10330578369421489
"E30000076";2018;0.0649999993
"E30000106";2018;0.18367346775510202
"E30000176";2018;0.09155766855885858
"E30000147";2018;0.18367346775510202
"E30000178";2018;0.22000000000000003
"E30000236";2018;0.06444444362222222
"E30000232";2018;0.11000000000000004
"E30000263";2018;0.10500000000000004
"E30000227";2018;0.12000000000000005
"E30000264";2018;0.06944444355555558
"E30000181";2018;0.16666666533333332
"E30000177";2018;0.20987654279012347
"E30000238";2018;0.09000000000000002
"E30000198";2018;0.15702479170247935
"E30000237";1998;0.147376541984568
"E30000212";1998;0.11013661485039637
"E30000165";1998;0.1111111102222222
"E30000292";1998;0.21893490968047336
"E30000159";1998;0.13580246886419753
"E30000234";1998;0.08470983549067132
"E30000249";1998;0.1508844947471384
"E30000243";1998;0.14661406871926366
"E30000245";1998;0.15570934132179928
"E30000239";1998;0.07061982786587305
"E30000250";1998;0.08538109029820905
"E30000179";1998;0.11637080747534519
"E30000240";1998;0.1428571411428571
"E30000195";1998;0.12213039423324157
"E30000256";1998;0.19916765603567188
"E30000180";1998;0.13360881490633603
"E30000232";1998;0.33333333266666665
"E30000219";1998;0.3055555551111112
"E30000242";1998;0.1319444433888889
"E30000164";1998;0.1735537181432506
"E30000230";1998;0.10457220351018567
"E30000204";1998;0.12471655214058962
"E30000186";1998;0.11673469295102051
"E30000200";1998;0.07482993088435372
"E30000284";1998;0.09169550085813148
"E30000228";1998;0.1024930729972299
"E30000229";1998;0.08996539654671278
"E30000244";1998;0.10657596266213157
"E30000193";1998;0.10222222124444441
"E30000294";1998;0.15432098667901234
"E30000196";1998;0.10189528898104716
"E30000202";1998;0.11564625711564627
"E30000266";1998;0.11352656914009672
"E30000281";1998;0.15311909154631378
"E30000272";1998;0.13007284011238288
"E30000191";1998;0.06790123365432099
"E30000110";1998;0.18222222137777774
"E30000184";1998;0.13888888827777776
"E30000288";1998;0.07851239539669423
"E30000188";1998;0.12037036940740739
"E30000267";1998;0.12152777693055555
"E30000173";1998;0.5
"E30000236";1998;0.44000000000000006
"E30000280";1998;0.12000000000000005
"E30000220";1998;0.16000000000000003
"E30000261";1998;0.060000000000000026
"E30000278";1998;0.12396694039669423
"E30000268";1998;0.1488
"E30000258";1998;0.3125
"E30000248";1998;0.09262759779962189
"E30000206";1998;0.1
"E30000169";1998;0.09572175949338253
"E30000247";1998;0.10396975287712662
"E30000241";1998;0.375
"E30000076";1998;0.20000000000000004
"E30000189";1998;0.1925078036295525
"E30000199";1998;0.25
"E30000271";1998;0.20987654279012344
"E30000209";1998;0.13609467336686396
"E30000214";1998;0.18343195102958576
"E30000275";1998;0.33333333266666665
"E30000162";1998;0.25
"E30000289";1998;0.14049586604958678
"E30000171";1998;0.1851851848148148
"E30000216";1998;0.44000000000000006
"E30000046";1998;0.33333333266666665
"E30000160";1998;0.12396694039669422
"E30000018";1998;0.33884297388429757
"E30000187";1998;0.11111111088888888
"E30000061";1998;0.18367346775510202
"E30000253";1998;0.13580246886419753
"E30000004";1998;0.12000000000000005
"E30000166";1998;0.13500000000000004
"E30000254";1998;0.09722222127777776
"E30000175";1998;0.16824196428733462
"E30000210";1998;0.33333333266666665
"E30000183";1998;0.2
"E30000224";1998;0.13888888827777776
"E30000223";1998;0.33333333266666665
"E30000273";1998;0.11000000000000001
"E30000218";1998;0.1481481472962962
"E30000279";1998;0.375
"E30000197";1998;0.16955017228373692
"E30000276";1998;0.17346938681632654
"E30000231";1998;0.1404958660495868
"E30000246";1998;0.18367346775510202
"E30000222";1998;0.19274376268480728
"E30000070";1998;0.11111111088888888
"E30000283";1998;0.21875
"E30000255";1998;0.10726643483737026
"E30000029";1998;0.12499999949999999
"E30000174";1998;1.0
"E30000262";1998;0.2345679007654321
"E30000108";1998;0.19387755012244895
"E30000285";1998;0.15625
"E30000252";1998;1.0
"E30000190";1998;0.4375
"E30000233";1998;0.17647058717647052
"E30000135";1998;0.25
"E30000208";1998;0.20000000000000004
"E30000161";1998;0.22222222111111112
"E30000170";1998;0.12396694039669422
"E30000054";1998;0.5
"E30000211";1998;0.33333333266666665
"E30000172";1998;0.3600000000000001
"E30000257";1998;0.375
"E30000201";1998;0.25
"E30000286";1998;1.0
"E30000293";1998;0.16000000000000006
"E30000225";1998;0.25
"E30000093";1998;0.13580246886419753
"E30000221";1998;0.10743801474380166
"E30000168";1998;0.22448979436734695
"E30000106";1998;0.5
"E30000263";1998;0.25
"E30000235";1998;0.33333333266666665
"E30000192";1998;1.0
"E30000274";1998;0.3125
"E30000277";1998;0.1428571411428571
"E30000264";1998;0.5
"E30000198";1998;1.0
"E30000282";1998;0.5
"E30000203";1998;0.20000000000000004
"E30000205";1998;0.16666666533333332
"E30000064";1998;1.0
"E30000177";1998;0.5
"E30000215";1998;0.33333333266666665
"E30000270";1998;0.25
"E30000182";1998;0.20000000000000004
"E30000178";1998;1.0
"E30000163";1998;1.0
"E30000260";1998;1.0
"E30000259";1998;0.5
"E30000124";1998;0.28
"E30000176";1998;1.0
"E30000051";1998;0.33333333266666665
"E30000039";1998;1.0
"E30000226";1998;0.5
"E30000291";1998;0.5
"E30000227";1998;1.0
"E30000287";1998;0.5
"E30000167";1998;1.0
"E30000234";1999;0.06091608325053471
"E30000245";1999;0.1276400359963269
"E30000244";1999;0.1015625
"E30000203";1999;0.15625
"E30000237";1999;0.14854570526038768
"E30000076";1999;0.25
"E30000242";1999;0.0864197529135802
"E30000266";1999;0.0878106499431953
"E30000239";1999;0.06345569756982249
"E30000256";1999;0.10136616450396356
"E30000180";1999;0.109375
"E30000228";1999;0.08996539689965397
"E30000261";1999;0.068359375
"E30000289";1999;0.08677685840495869
"E30000280";1999;0.20888888777777775
"E30000212";1999;0.12268518367592593
"E30000214";1999;0.22991689596675907
"E30000231";1999;0.1020408151020408
"E30000216";1999;0.20987654279012344
"E30000193";1999;0.11224489661224488
"E30000272";1999;0.10330578378512398
"E30000285";1999;0.15625
"E30000223";1999;0.2653061209795918
"E30000197";1999;0.17333333239999996
"E30000284";1999;0.11478420509458223
"E30000238";1999;0.5
"E30000165";1999;0.1020408151020408
"E30000179";1999;0.09569028468809344
"E30000110";1999;0.10249307299722991
"E30000281";1999;0.06327160361728396
"E30000220";1999;0.06925207570083103
"E30000288";1999;0.07596253807492195
"E30000250";1999;0.07599999999999998
"E30000257";1999;0.13580246886419753
"E30000169";1999;0.05950032739710711
"E30000218";1999;0.15201999049312784
"E30000200";1999;0.08884687944045366
"E30000198";1999;0.375
"E30000196";1999;0.07666666603333336
"E30000247";1999;0.10000000000000003
"E30000187";1999;0.1875
"E30000268";1999;0.11176040883418545
"E30000267";1999;0.08250000000000002
"E30000195";1999;0.09750000000000003
"E30000243";1999;0.11574073975925925
"E30000254";1999;0.13075237373411255
"E30000164";1999;0.13541666599999996
"E30000258";1999;0.08163265208163263
"E30000202";1999;0.1326530604897959
"E30000189";1999;0.18339100230449823
"E30000248";1999;0.10204081548299324
"E30000249";1999;0.10250000000000001
"E30000201";1999;0.28
"E30000273";1999;0.0755555543111111
"E30000204";1999;0.09000000000000002
"E30000186";1999;0.052154193337868485
"E30000166";1999;0.08875739462721897
"E30000230";1999;0.083333332
"E30000206";1999;0.09440000000000005
"E30000276";1999;0.10059171502366868
"E30000233";1999;0.08024691253086418
"E30000108";1999;0.12426035327810653
"E30000253";1999;0.26530612097959183
"E30000191";1999;0.0859375
"E30000229";1999;0.06888888804444446
"E30000175";1999;0.07438016407438018
"E30000255";1999;0.07986111005555557
"E30000236";1999;0.22222222111111112
"E30000221";1999;0.16049382683950617
"E30000219";1999;0.12345678898765426
"E30000070";1999;0.28
"E30000184";1999;0.078125
"E30000293";1999;0.1851851848148148
"E30000170";1999;0.125
"E30000209";1999;0.125
"E30000294";1999;0.15306122351020407
"E30000004";1999;0.33333333266666665
"E30000277";1999;0.1875
"E30000275";1999;0.12499999949999999
"E30000222";1999;0.12396694094214877
"E30000190";1999;0.15702479170247935
"E30000135";1999;0.5
"E30000279";1999;0.15625
"E30000168";1999;0.2222222211111111
"E30000054";1999;0.28
"E30000018";1999;0.22448979436734692
"E30000161";1999;0.11111111088888888
"E30000095";1999;1.0
"E30000162";1999;0.44000000000000006
"E30000271";1999;0.15625
"E30000188";1999;0.1294765830688705
"E30000292";1999;0.1952662705798816
"E30000182";1999;0.16666666533333332
"E30000183";1999;0.15625
"E30000160";1999;0.33333333266666665
"E30000051";1999;0.5555555544444445
"E30000274";1999;0.2222222211111111
"E30000178";1999;0.375
"E30000240";1999;0.25
"E30000278";1999;0.21875
"E30000210";1999;0.5
"E30000286";1999;1.0
"E30000172";1999;0.33333333266666665
"E30000224";1999;0.125
"E30000270";1999;0.28
"E30000046";1999;0.25
"E30000159";1999;0.375
"E30000263";1999;0.5555555544444445
"E30000061";1999;0.16666666533333332
"E30000235";1999;0.25
"E30000260";1999;0.20000000000000004
"E30000205";1999;0.25
"E30000171";1999;0.14000000000000004
"E30000283";1999;0.16049382683950617
"E30000262";1999;0.18367346775510202
"E30000241";1999;0.25
"E30000093";1999;0.1428571417142857
"E30000226";1999;1.0
"E30000208";1999;0.21875
"E30000029";1999;0.14000000000000004
"E30000039";1999;0.13580246886419753
"E30000225";1999;0.25
"E30000181";1999;1.0
"E30000291";1999;0.5
"E30000211";1999;0.25
"E30000174";1999;0.5
"E30000192";1999;0.5
"E30000287";1999;0.5
"E30000246";1999;0.5555555544444445
"E30000252";1999;0.5
"E30000176";1999;0.5
"E30000124";1999;0.5
"E30000163";1999;0.5
"E30000264";1999;0.25
"E30000259";1999;1.0
"E30000282";1999;1.0
"E30000147";1999;1.0
"E30000185";1999;0.5
"E30000194";1999;0.5
"E30000199";1999;1.0
"E30000106";1999;1.0
"E30000215";1999;1.0
"E30000177";1999;1.0
"E30000206";2000;0.07519999999999999
"E30000234";2000;0.06099880320392052
"E30000212";2000;0.08067163156293387
"E30000175";2000;0.09342560452249134
"E30000289";2000;0.07692307584615388
"E30000239";2000;0.0873441819245153
"E30000200";2000;0.06995884759670778
"E30000196";2000;0.08315061378444931
"E30000018";2000;0.1111111102222222
"E30000202";2000;0.07333333260000004
"E30000230";2000;0.1111111102888889
"E30000201";2000;0.18367346775510202
"E30000283";2000;0.13580246886419753
"E30000263";2000;0.33333333266666665
"E30000186";2000;0.08884297395247935
"E30000241";2000;0.16666666533333332
"E30000180";2000;0.07183673402040824
"E30000256";2000;0.13066666591999998
"E30000164";2000;0.12485136664922718
"E30000228";2000;0.05916727526515707
"E30000233";2000;0.09183673373469385
"E30000229";2000;0.1224
"E30000237";2000;0.1698113198113207
"E30000218";2000;0.11308641886913583
"E30000135";2000;0.1428571411428571
"E30000108";2000;0.12499999899999999
"E30000272";2000;0.11882715956172837
"E30000222";2000;0.104
"E30000248";2000;0.10666666580000006
"E30000266";2000;0.088596254097823
"E30000254";2000;0.1296296288148148
"E30000197";2000;0.09504132132231406
"E30000245";2000;0.07756232555124659
"E30000281";2000;0.09027777697222221
"E30000220";2000;0.07000000000000003
"E30000195";2000;0.1211072655051903
"E30000268";2000;0.10737764770343308
"E30000285";2000;0.12000000000000002
"E30000179";2000;0.14650283450472587
"E30000190";2000;0.13777777662222218
"E30000250";2000;0.08232493503471541
"E30000249";2000;0.06881968412610528
"E30000255";2000;0.1111111102222222
"E30000231";2000;0.15306122322448978
"E30000070";2000;0.15625
"E30000244";2000;0.08024691253086418
"E30000284";2000;0.07429322698882317
"E30000261";2000;0.06574394365743948
"E30000169";2000;0.06335514425342068
"E30000216";2000;0.11111111088888888
"E30000276";2000;0.08796296203703702
"E30000170";2000;0.098765431345679
"E30000188";2000;0.08382909514440241
"E30000166";2000;0.06574394371626299
"E30000258";2000;0.125
"E30000172";2000;0.5
"E30000278";2000;0.3125
"E30000288";2000;0.09458218475114787
"E30000247";2000;0.11909262631379959
"E30000185";2000;1.0
"E30000004";2000;0.15625
"E30000253";2000;0.15625
"E30000204";2000;0.07500000000000002
"E30000209";2000;0.1111111102222222
"E30000124";2000;0.5
"E30000093";2000;0.12499999899999999
"E30000106";2000;0.33333333266666665
"E30000221";2000;0.12888888817777774
"E30000165";2000;0.14814814707407406
"E30000191";2000;0.1111111102222222
"E30000273";2000;0.07958477397231836
"E30000194";2000;0.28
"E30000171";2000;0.3125
"E30000214";2000;0.13000000000000003
"E30000211";2000;0.25
"E30000243";2000;0.15976331239053254
"E30000236";2000;0.2653061209795918
