"ttwa";"birth_year";"hh"
"E30000266";2016;0.1311544099380528
"E30000229";2016;0.09710825625021328
"E30000234";2016;0.0824062878062274
"E30000247";2016;0.06607159454492678
"E30000239";2016;0.07615935079785517
"E30000164";2016;0.13473678663897556
"E30000168";2016;0.0609124279129822
"E30000233";2016;0.05214693781877558
"E30000187";2016;0.05228531720360113
"E30000242";2016;0.06632751285990672
"E30000256";2016;0.15059481023157822
"E30000243";2016;0.1438621599993344
"E30000175";2016;0.42583033875460224
"E30000179";2016;0.17719676793616054
"E30000278";2016;0.07977736365120594
"E30000169";2016;0.06882880297560512
"E30000284";2016;0.10151780773916956
"E30000261";2016;0.06271684417837865
"E30000202";2016;0.06698060826592804
"E30000195";2016;0.07925515451492764
"E30000267";2016;0.09221868423889254
"E30000272";2016;0.0652315287466181
"E30000240";2016;0.0632220111800042
"E30000212";2016;0.08065460185435859
"E30000268";2016;0.06760509949905323
"E30000184";2016;0.057074909800237786
"E30000070";2016;0.10430838888208617
"E30000231";2016;0.07111111015555552
"E30000276";2016;0.09652011288234233
"E30000220";2016;0.058420790667267214
"E30000237";2016;0.13743961423193765
"E30000248";2016;0.05037491211157209
"E30000275";2016;0.06989082679604129
"E30000189";2016;0.08661332083304508
"E30000230";2016;0.06865605426020749
"E30000206";2016;0.07529843776216705
"E30000051";2016;0.08843537299319729
"E30000093";2016;0.06180252855850781
"E30000176";2016;0.11000000000000001
"E30000253";2016;0.05300453399546489
"E30000163";2016;0.09393579010225928
"E30000108";2016;0.05668934099319738
"E30000186";2016;0.06230788568965574
"E30000180";2016;0.07067515937394393
"E30000281";2016;0.06659741324422908
"E30000200";2016;0.15005276871104115
"E30000046";2016;0.19429364951167785
"E30000291";2016;0.08163265179591836
"E30000222";2016;0.06059171516213023
"E30000255";2016;0.07267868448545298
"E30000203";2016;0.05418381281618653
"E30000293";2016;0.05188246014784205
"E30000219";2016;0.08757396339526635
"E30000018";2016;0.10661391311662761
"E30000292";2016;0.0772889404708681
"E30000214";2016;0.12917454208317586
"E30000294";2016;0.05458201579574839
"E30000280";2016;0.09715120506501095
"E30000170";2016;0.061533887151010776
"E30000249";2016;0.06963575037434948
"E30000282";2016;0.13580246886419753
"E30000218";2016;0.11476958075256634
"E30000196";2016;0.07940523209615183
"E30000262";2016;0.0737192828579758
"E30000188";2016;0.10281317220363183
"E30000201";2016;0.057499999999999975
"E30000273";2016;0.07553011757346605
"E30000271";2016;0.0795610420685871
"E30000288";2016;0.06405661376003861
"E30000204";2016;0.08393600599561707
"E30000190";2016;0.09432948018597143
"E30000197";2016;0.0654101296364313
"E30000235";2016;0.08108108091891889
"E30000171";2016;0.15776758429295173
"E30000290";2016;0.15306122351020404
"E30000076";2016;0.063829786
"E30000245";2016;0.05918730111087636
"E30000166";2016;0.09094792489059751
"E30000250";2016;0.0687776243417162
"E30000160";2016;0.08787316397099004
"E30000228";2016;0.06794827861115241
"E30000193";2016;0.07644970336568052
"E30000174";2016;0.0703125
"E30000110";2016;0.06120562064053253
"E30000254";2016;0.058426252776064835
"E30000236";2016;0.16000000000000003
"E30000221";2016;0.0702636791766498
"E30000194";2016;0.14462809837190083
"E30000061";2016;0.06571428508571431
"E30000165";2016;0.09238014550996254
"E30000183";2016;0.09428911237715637
"E30000279";2016;0.0588235289019608
"E30000285";2016;0.0546875
"E30000209";2016;0.12993947955037383
"E30000258";2016;0.06301174714133144
"E30000216";2016;0.07202215938781167
"E30000215";2016;0.08506616108128542
"E30000211";2016;0.05729166595833331
"E30000210";2016;0.06666666600000001
"E30000252";2016;0.19999999919999997
"E30000039";2016;0.12471655214058963
"E30000274";2016;0.09765625
"E30000029";2016;0.08119658041880348
"E30000182";2016;0.07602339057309938
"E30000283";2016;0.08243727539068106
"E30000259";2016;0.10500000000000004
"E30000277";2016;0.10491493268430999
"E30000289";2016;0.05907372301417771
"E30000198";2016;0.10059171417751483
"E30000161";2016;0.06925207629732227
"E30000246";2016;0.09120000000000002
"E30000191";2016;0.06371517412440027
"E30000159";2016;0.07733910052677126
"E30000226";2016;0.16049382683950617
"E30000264";2016;0.08650518945328721
"E30000224";2016;0.06328444843176116
"E30000287";2016;0.10726643495501732
"E30000167";2016;0.12000000000000005
"E30000244";2016;0.11090704939598008
"E30000232";2016;0.21875
"E30000004";2016;0.06211419624691357
"E30000257";2016;0.06372344760016656
"E30000241";2016;0.05279572216662954
"E30000178";2016;0.13580246886419753
"E30000205";2016;0.09002769964265932
"E30000223";2016;0.17333333239999996
"E30000172";2016;0.09000000000000002
"E30000181";2016;0.25
"E30000208";2016;0.060083282240333186
"E30000270";2016;0.0657596362403628
"E30000260";2016;0.06835672133091901
"E30000192";2016;0.09375
"E30000064";2016;0.08163265208163263
"E30000135";2016;0.1363636352727273
"E30000199";2016;0.0553242102212969
"E30000106";2016;0.11224489661224488
"E30000225";2016;0.06501095677282685
"E30000238";2016;0.18367346775510202
"E30000185";2016;0.07692307507692311
"E30000227";2016;0.13580246886419753
"E30000054";2016;0.06790123365432099
"E30000124";2016;0.12426035327810654
"E30000263";2016;0.1404958660495868
"E30000173";2016;0.11966701292403742
"E30000162";2016;0.09375
"E30000286";2016;0.20987654279012347
"E30000095";2016;0.33333333266666665
"E30000177";2016;0.2222222211111111
"E30000147";2016;0.28
"E30000248";2017;0.06980339506836047
"E30000243";2017;0.11256497984924389
"E30000166";2017;0.07531250000000007
"E30000209";2017;0.07457063618614972
"E30000257";2017;0.07499999946666668
"E30000234";2017;0.07605982348330084
"E30000186";2017;0.06528394038913543
"E30000231";2017;0.06747424755734728
"E30000266";2017;0.11634906467918764
"E30000212";2017;0.09120383027624052
"E30000239";2017;0.06028674722243207
"E30000196";2017;0.06834465088807215
"E30000281";2017;0.06946422158330358
"E30000237";2017;0.2144622599731221
"E30000220";2017;0.051755101216326524
"E30000218";2017;0.09967432314847137
"E30000195";2017;0.07733160780961555
"E30000260";2017;0.08704706280716366
"E30000191";2017;0.041805554877777845
"E30000249";2017;0.05464542163305824
"E30000171";2017;0.16811421682855457
"E30000202";2017;0.048024208403052465
"E30000175";2017;0.34542864703305587
"E30000179";2017;0.19055514773350704
"E30000093";2017;0.11284928572086789
"E30000240";2017;0.05294467421177877
"E30000284";2017;0.19992968661209606
"E30000233";2017;0.04886037126698702
"E30000229";2017;0.10031938146761966
"E30000188";2017;0.08764219461836376
"E30000258";2017;0.05516975196913579
"E30000272";2017;0.06885211905456184
"E30000273";2017;0.0656355334983145
"E30000268";2017;0.08234761599057465
"E30000176";2017;0.0867768583140496
"E30000267";2017;0.10386807763257434
"E30000221";2017;0.050624588067718565
"E30000280";2017;0.09385235449685056
"E30000261";2017;0.054978886150996366
"E30000135";2017;0.07438016458953171
"E30000180";2017;0.07025339080803417
"E30000292";2017;0.06179027255791365
"E30000169";2017;0.062342896413925715
"E30000275";2017;0.06508875634714006
"E30000276";2017;0.09086565641231434
"E30000242";2017;0.06799398876634116
"E30000193";2017;0.05632448947827762
"E30000264";2017;0.07029478341950113
"E30000222";2017;0.0578359434454359
"E30000256";2017;0.12520607557101482
"E30000283";2017;0.06755829814540475
"E30000054";2017;0.07908163156122447
"E30000216";2017;0.06521739034782607
"E30000230";2017;0.0796938401414025
"E30000285";2017;0.051400430010464807
"E30000070";2017;0.07831597881213222
"E30000018";2017;0.10474799019254936
"E30000219";2017;0.07732888976343197
"E30000108";2017;0.06781250000000007
"E30000110";2017;0.07931588483562896
"E30000029";2017;0.08346020662283742
"E30000245";2017;0.04681289042145909
"E30000274";2017;0.04816326423673473
"E30000197";2017;0.0672837299651121
"E30000160";2017;0.06081390019844542
"E30000061";2017;0.05055555477777778
"E30000255";2017;0.06444508196035627
"E30000183";2017;0.05886426470360114
"E30000204";2017;0.07673599999999992
"E30000199";2017;0.06232686845706374
"E30000205";2017;0.08220603487825184
"E30000250";2017;0.061508571048229495
"E30000200";2017;0.12001836448466459
"E30000106";2017;0.07692307507692311
"E30000288";2017;0.06791592207654165
"E30000228";2017;0.07772344411638979
"E30000238";2017;0.0703125
"E30000189";2017;0.07763313527455627
"E30000190";2017;0.0947265625
"E30000271";2017;0.10741766569221295
"E30000246";2017;0.08823529282352938
"E30000294";2017;0.06840513854724116
"E30000286";2017;0.13777777715555556
"E30000172";2017;0.08500000000000002
"E30000259";2017;0.08333333233333336
"E30000254";2017;0.0686867533042757
"E30000173";2017;0.0965013447558631
"E30000184";2017;0.06286982147633137
"E30000223";2017;0.07388137307596254
"E30000187";2017;0.053571427142857134
"E30000291";2017;0.07756232560387816
"E30000039";2017;0.21777777715555555
"E30000247";2017;0.06781683950347216
"E30000293";2017;0.0703125
"E30000004";2017;0.0478881601915527
"E30000164";2017;0.13994617319684766
"E30000253";2017;0.05234567840987649
"E30000210";2017;0.07479224191689751
"E30000279";2017;0.08246527713888886
"E30000206";2017;0.04149323535223724
"E30000046";2017;0.06519742804499537
"E30000159";2017;0.11662075198530768
"E30000211";2017;0.09685950335867764
"E30000277";2017;0.05802776709220364
"E30000201";2017;0.054406429891579275
"E30000163";2017;0.10888888817777781
"E30000182";2017;0.05782312817687076
"E30000177";2017;0.13580246886419753
"E30000051";2017;0.05363321706574399
"E30000170";2017;0.05835459077040813
"E30000076";2017;0.06837098601070161
"E30000214";2017;0.059075603692072216
"E30000263";2017;0.08875739462721897
"E30000194";2017;0.08546384204967127
"E30000203";2017;0.052781064295858014
"E30000235";2017;0.06786703488365659
"E30000174";2017;0.15625
"E30000168";2017;0.06617646983823539
"E30000278";2017;0.06028145240789749
"E30000225";2017;0.08012486936316333
"E30000178";2017;0.20000000000000004
"E30000161";2017;0.053626542067901226
"E30000244";2017;0.10001321060589251
"E30000289";2017;0.07421874918750004
"E30000165";2017;0.05151228633931948
"E30000252";2017;0.08444444328888887
"E30000241";2017;0.07450693873630393
"E30000208";2017;0.07500000000000002
"E30000185";2017;0.09333333226666662
"E30000162";2017;0.06925207570083101
"E30000224";2017;0.08454810369679314
"E30000198";2017;0.14000000000000004
"E30000147";2017;0.25925925874074074
"E30000262";2017;0.07870370251851849
"E30000226";2017;0.09722222144444444
"E30000282";2017;0.11111111088888888
"E30000287";2017;0.11111111012698416
"E30000270";2017;0.0844233046183116
"E30000215";2017;0.10888888804444447
"E30000181";2017;0.20000000000000004
"E30000192";2017;0.14186851130103803
"E30000095";2017;0.20000000000000004
"E30000227";2017;0.10743801474380167
"E30000167";2017;0.11111111088888888
"E30000124";2017;0.07958477397231836
"E30000290";2017;0.1654526528366285
"E30000236";2017;0.13609467282840237
"E30000064";2017;0.15625
"E30000232";2017;0.125
"E30000266";2018;0.10078855298184283
"E30000234";2018;0.06887478580263368
"E30000250";2018;0.04451503494764188
"E30000247";2018;0.06872066018115706
"E30000237";2018;0.14879125264326976
"E30000225";2018;0.05162629630449833
"E30000214";2018;0.051404958122314146
"E30000276";2018;0.09957645783030836
"E30000186";2018;0.08366315936542114
"E30000279";2018;0.055630205853265266
"E30000288";2018;0.04906121298508229
"E30000230";2018;0.09022422051609359
"E30000224";2018;0.06200396691269841
"E30000249";2018;0.06335428192045756
"E30000290";2018;0.14328180604161717
"E30000180";2018;0.06898624826267541
"E30000239";2018;0.05434066295077473
"E30000267";2018;0.07795105288287235
"E30000054";2018;0.087890625
"E30000179";2018;0.14820530672287238
"E30000029";2018;0.06588613312901735
"E30000242";2018;0.05114309468391505
"E30000231";2018;0.04915782451880243
"E30000193";2018;0.05630387053937176
"E30000195";2018;0.07046666611000012
"E30000018";2018;0.07526264687755047
"E30000196";2018;0.07300607610098953
"E30000245";2018;0.05593854140578389
"E30000243";2018;0.10551499194552605
"E30000221";2018;0.047118123138286214
"E30000229";2018;0.10697968939847195
"E30000254";2018;0.051074807169486064
"E30000169";2018;0.056447029973026155
"E30000270";2018;0.06371191004616808
"E30000206";2018;0.05778287514020047
"E30000188";2018;0.060265281715398016
"E30000277";2018;0.06965401601676567
"E30000275";2018;0.04933994025279591
"E30000182";2018;0.05187985610249948
"E30000248";2018;0.07034129051498154
"E30000110";2018;0.06243397024473706
"E30000222";2018;0.05850781080454881
"E30000191";2018;0.04741945984976984
"E30000170";2018;0.06132426299744925
"E30000253";2018;0.04140624999999994
"E30000284";2018;0.30161146845609016
"E30000212";2018;0.07771595895827473
"E30000219";2018;0.06984279460745248
"E30000233";2018;0.03994653498436191
"E30000283";2018;0.04853880505527886
"E30000241";2018;0.04826183341124261
"E30000255";2018;0.05456010803726209
"E30000220";2018;0.04877931447962329
"E30000204";2018;0.04733563883806233
"E30000268";2018;0.05681169426790923
"E30000093";2018;0.08484911412757544
"E30000280";2018;0.07416341306828646
"E30000205";2018;0.10425239956241429
"E30000175";2018;0.36525342838801056
"E30000171";2018;0.1344433005809805
"E30000218";2018;0.0825838662409001
"E30000168";2018;0.04876355171596431
"E30000228";2018;0.07316030268170619
"E30000244";2018;0.11575422997185197
"E30000164";2018;0.09196019286101723
"E30000273";2018;0.04755309199492154
"E30000200";2018;0.0769412913522414
